16.67247755,29.19674024,-13.53035319,11.01147257,16.05639929,6.453563315,-3.785921088,-27.28306729,-20.17617962,-30.03797792,-17.0584323,17.44191022,2.029823759,Afro-Asiatic
16.83579915,40.70572957,-27.81775696,19.05038034,8.402165364,1.254805631,3.267774666,-37.80061527,-12.57381889,-27.91619706,-25.73371887,18.90035916,-6.333689661,Afro-Asiatic
17.00561749,30.8189003,-18.48467541,13.31597881,16.6871507,7.057901586,-1.912258622,-34.50114345,-25.86916768,-32.67540398,-17.70056404,16.7904718,-5.371168237,Afro-Asiatic
16.9748729,30.50347649,-17.81185556,10.96675424,15.45138449,7.412974584,-3.985813878,-33.32477771,-26.19370295,-34.88286625,-15.81140122,16.24278956,-9.025956921,Afro-Asiatic
16.75809908,23.93113894,-9.299382544,10.5578107,15.69015818,6.836687845,-7.507820878,-32.55710087,-31.61481708,-34.71358715,-12.96295017,10.48097577,-12.86801557,Afro-Asiatic
16.76735123,26.30986671,-7.955785873,16.14044801,16.00199473,4.469590892,-6.913980778,-32.46603851,-22.17966006,-29.29411519,-20.48811844,9.531362635,-8.387348637,Afro-Asiatic
16.68077115,37.6466139,-20.55190958,32.52258182,18.45942578,2.133279531,2.906028764,-45.22700099,-6.284982766,-11.00690961,-31.3525538,7.032141591,-9.223602002,Afro-Asiatic
16.89264682,30.16868583,-9.498998504,26.98577735,22.18341336,3.824800069,-4.724189473,-41.56494537,-11.30520593,-5.069288597,-28.35005283,-3.258905047,-7.753812855,Afro-Asiatic
17.09695937,26.84957709,-5.450477917,24.64527076,19.23590098,8.580944184,-2.180844807,-40.79470321,-15.03000811,-8.666758169,-27.76271829,-7.652948507,-12.8014326,Afro-Asiatic
17.09113635,25.34885873,-6.553261864,22.71503835,13.91791711,1.832694279,0.275448074,-27.86772525,-11.74264322,-8.30440756,-17.03118806,-6.687407498,-21.57191789,Afro-Asiatic
17.20740995,26.19880075,-14.07110433,32.70525329,24.42557801,3.634899854,-9.841249037,-36.30205093,-6.853553272,-13.18549318,-22.31218674,6.190180104,-8.719652842,Afro-Asiatic
17.35252601,27.66114248,-19.87210438,32.10295121,21.25760197,-3.585238647,-12.20312192,-38.09237777,-5.299988572,-17.1496666,-24.28580766,8.850030711,-15.16301846,Afro-Asiatic
17.43587911,23.95770921,-16.58991432,31.16261915,20.88569508,-5.537125312,-13.86979618,-34.93218956,-5.711898937,-19.81697919,-26.18531078,4.032267686,-19.09907323,Afro-Asiatic
17.36040964,21.76388021,-13.57513896,32.34771023,21.91507239,-4.60056657,-14.65144352,-34.55787184,-7.826494951,-19.8786907,-26.03817766,1.314733411,-17.67012476,Afro-Asiatic
17.29519584,26.75318515,-16.33948664,38.36172708,23.99502701,-3.379642095,-14.47737668,-34.0515029,3.237318999,-16.04177741,-29.15954937,0.807631223,-16.17444111,Afro-Asiatic
17.26734025,23.0307689,-10.09100354,35.73872286,23.65936427,-2.072040276,-15.38617979,-30.15100822,6.54673934,-14.22880749,-31.91999223,-2.926958122,-17.63748079,Afro-Asiatic
17.36593996,22.5774343,-4.324746123,31.99847135,18.50273197,-5.771232628,-9.695059372,-27.22095229,1.914817831,-11.41575556,-32.53742581,-8.381695395,-20.44321493,Afro-Asiatic
17.38465244,24.43365203,-2.862676459,29.79314119,16.85748809,-4.885546253,-5.098501102,-25.59157645,-3.740970854,-9.734923386,-30.83050932,-12.12778332,-18.53191332,Afro-Asiatic
17.35788352,23.22317704,-0.068674571,28.4911673,15.49993096,-1.445762225,-7.482560119,-23.61844109,-0.305014552,-10.70386779,-30.96024518,-15.18652909,-18.34030572,Afro-Asiatic
17.46865143,22.34097902,-0.007692805,27.21799895,16.86548381,-2.98879564,-9.407662098,-22.36571883,-0.696789132,-10.88240135,-33.85962702,-19.49565008,-17.47343939,Afro-Asiatic
17.4827811,21.47380087,0.751731485,23.39728727,12.31614885,-4.432687914,-10.09766703,-23.66727675,-7.464070353,-15.27631559,-33.21243498,-21.98572364,-20.73637465,Afro-Asiatic
17.23058716,21.67092145,-3.264145885,27.46739727,10.5974121,-6.3308466,-4.67730301,-29.22322871,-7.508176934,-10.01963485,-35.95793927,-18.63600276,-17.41433471,Afro-Asiatic
